Name,Location,City,P.O Box,Phone,Mobile,Company Page Link,Logo URL
ITC Restaurant,"Gate Building, Near to Burj 2000 Bldg, Rolla",Sharjah,N/A,06-5635017,N/A,N/A,/images/placeholder.png
Its Malabar Restaurant LLC,"Baghdad St, Al Qusais",Dubai,239287,04-2520004,N/A,N/A,/images/placeholder.png
Itsu,"Emaar Building, Near Spinneys, Marina Walk",Dubai,N/A,04-3626351,N/A,N/A,/images/placeholder.png
Jaam E Jam Restaurant & Cafe,Jumeira 1,Dubai,51777,04-3441717,N/A,N/A,/images/placeholder.png
Jabal Al Noor Cafeteria & Restaurant,"Mai Tower, Near Lulu Hypermarket, Al Nahda",Dubai,N/A,04-2963330,N/A,N/A,/images/placeholder.png
Jabal Al Rahma Cafeteria & Restaurant,Hor Al Anz,Dubai,N/A,04-2970447,N/A,N/A,/images/placeholder.png
Jabal Safad Restaurant and Cafeteria,Opp Madina S/Market,Fujairah,3796,09-2242088,N/A,N/A,/images/placeholder.png
Jacky's Star Restaurant,"Damascus St, Al Qusais",Dubai,N/A,04-2582400,N/A,N/A,/images/placeholder.png
Jafary Hotel,Electra St,Abu Dhabi,3987,02-6332728,N/A,N/A,/images/placeholder.png
Jaipur Restaurant,Burj Khalifa,Dubai,20899,04-4226767,N/A,N/A,/images/placeholder.png
Japengo Cafe,The Dubai Mall,Dubai,N/A,04-4341433,N/A,N/A,/images/placeholder.png
Jar Al Qamar Restaurant,Etisalat Rd,Abu Dhabi,N/A,02-2222770,N/A,N/A,/images/placeholder.png
Jedoudna Restaurant,"Shop No. 12, Rimal Hotel, JBR",Dubai,N/A,04-4230766,N/A,N/A,/images/placeholder.png
Jesir Al Madinah Cafeteria,"Near Al Manama Hypermarket, Opposite Traffic Police Office",Sharjah,46528,06-5480426,N/A,N/A,/images/placeholder.png
Jetty Lounge,"One & Only Royal Mirage, Sufouh",Dubai,N/A,04-3999999,N/A,N/A,/images/placeholder.png
Jharokha Indian & Chinese Restaurant,"Shop 15, Jumeirah Bay Tower, X2, JLT",Dubai,N/A,04-3619601,N/A,N/A,/images/placeholder.png
Jimma Cafe,Deira,Dubai,N/A,04-2717610,N/A,N/A,/images/placeholder.png
Jims Kitchen Table,Masdar City,Abu Dhabi,N/A,02-4919401,N/A,N/A,/images/placeholder.png
Jing Asia,"Crowne Plaza, Abu Dhabi Yas Island",Abu Dhabi,N/A,02-6563000,N/A,N/A,/images/placeholder.png
Jodha Akbar Restaurant,"225, Jumeirah St., Umm Suqeim 1",Dubai,N/A,04-3308863,N/A,N/A,/images/placeholder.png
Johar Restaurant,"Al Fahidi St, Bur Dubai",Dubai,12516,04-3523509,N/A,N/A,/images/placeholder.png
Jouharat Al Arab Refreshment,Khalidia St,Abu Dhabi,75256,02-6665141,N/A,N/A,/images/placeholder.png
Juice World,"Near Al Rigga MS, Al Rigga St, Deira",Dubai,184934,04-2999465,N/A,N/A,/images/placeholder.png
Jumeira Falcon Cafeteria & Restaurant,"Al Baraka Masjid Bldg, Near Irani Hospital, Jumeirah 1",Dubai,N/A,04-3455540,N/A,N/A,/images/placeholder.png
Just Falafel,Hamdan St,Abu Dhabi,N/A,02-6262099,N/A,N/A,/images/placeholder.png
K & K Restaurant,Ras Al Khor,Dubai,65892,04-2896785,N/A,N/A,/images/placeholder.png
Kabab Erbil Iraqi Restaurant,Al Rigga,Dubai,N/A,04-2691722,N/A,N/A,/images/placeholder.png
Kabab House,"Near Dubai Hosp, Al Khaleej St, Deira",Dubai,N/A,04-2699980,N/A,N/A,/images/placeholder.png
Kabab Rolls,Khalidiya Mall,Abu Dhabi,N/A,02-6390089,N/A,N/A,/images/placeholder.png
Kabab Rolls Al Barsha Restaurant LLC,"Shop 2, Barsha Business Square, Al Barsha 1",Dubai,391143,04-3256166,N/A,N/A,/images/placeholder.png
Kababi Restaurant,"Next to Emirates NBD, Opposite Dubai Zoo, Jumeirah Beach Road, Jumeirah 1",Dubai,N/A,04-3435910,N/A,N/A,/images/placeholder.png
Kababs & Kurries,"The Souk, Central Market",Abu Dhabi,N/A,02-6882522,N/A,N/A,/images/placeholder.png
Kabul Darbar Restaurant,"Naif Rd, Deira",Dubai,N/A,04-2394445,N/A,N/A,/images/placeholder.png
Kaffa Beans,Dubai Silicon Oasis,Dubai,N/A,04-3312204,N/A,N/A,/images/placeholder.png
Kairali Restaurant,"Al Rayan Hotel Bldg, Abubaker Al Siddiq St, Al Nakheel",Ajman,4895,06-7457676,N/A,N/A,/images/placeholder.png
Kalispera Cafe,Defense Rd,Abu Dhabi,106854,02-6418283,N/A,N/A,/images/placeholder.png
Kamat,"Ground Level, Bay Avenue, Executive Towers G, Business Bay",Dubai,28106,04-4535471,N/A,N/A,/images/placeholder.png
Kanzaman Restaurant,Al Shindaga Heritage Village,Dubai,111488,04-3342243,N/A,N/A,/images/placeholder.png
Karachi Golden Restaurant & Cafeteria,Bhnd Hor Al Anz Park,Dubai,N/A,04-2689100,N/A,N/A,/images/placeholder.png
Karachi Inn Restaurant LLC,N/A,Dubai,N/A,04-3598200,N/A,N/A,/images/placeholder.png
Karachi Restaurant,Al Qusais Indl Area 3,Dubai,6120,04-2673131,N/A,N/A,/images/placeholder.png
Karaikudi Aachi Restaurant & Sweets LLC,"Shop 1, Al Fahidi Souq, Bur Dubai",Dubai,242927,04-3231346,N/A,N/A,/images/placeholder.png
Karak Time Cafeteria,"Bhnd NMC Hosp, Al Nahda 2, Al Qusais",Dubai,N/A,04-2588844,N/A,N/A,/images/placeholder.png
Kashmir Palace Restaurant,"Hamdan Colony, Karama",Dubai,32765,04-3963086,N/A,N/A,/images/placeholder.png
Kashmir Restaurant,King Faisal R/A,Sharjah,5617,06-5335861,N/A,N/A,/images/placeholder.png
Kayal Star Restaurant LLC,Al Qusais,Dubai,237876,04-2392891,N/A,N/A,/images/placeholder.png
Kerala Castle Restaurant,"Near NMC Hosp, Amman Rd, Al Nahda 2",Dubai,N/A,04-2390740,N/A,N/A,/images/placeholder.png
Kerala Kitchen,"Between Sana Fashion & Lulu Hypermarket, Karama",Dubai,N/A,04-3376406,N/A,N/A,/images/placeholder.png
Kerala Palace Restaurant,"Near Macro S/Market, J & P R/A, Cricket Stadium Rd",Sharjah,150020,06-5433220,N/A,N/A,/images/placeholder.png
Khairat Al Madinah Restaurant,"Bhnd Citymax, Abu Shagara",Sharjah,N/A,06-5500095,N/A,N/A,/images/placeholder.png
Khalfan Al Jalaf Restaurant,"Al Shaab Colony, Deira",Dubai,1453,04-2626792,N/A,N/A,/images/placeholder.png
Khan's Dastarkhwan,Al Qusais,Dubai,N/A,04-2585900,N/A,N/A,/images/placeholder.png
Khanji Restaurant,"Behind Al Masah Crystal, Al Wahda Road, Abu Shagara",Sharjah,N/A,06-5770177,N/A,N/A,/images/placeholder.png
Khater Mirch Masala Restaurant LLC,Karama,Dubai,114545,04-3344334,N/A,N/A,/images/placeholder.png
Khazana,"Bhnd American Hospital, Oud Metha Rd",Dubai,25579,04-3360061,N/A,N/A,/images/placeholder.png
Khebz and Meleh Restaurent,Tawwon,Sharjah,N/A,06-5255262,N/A,N/A,/images/placeholder.png
Khoory Kabab Restaurant,"Near Al Manar Hotel, Behind Abjar Grand Hotel, Abu Hail",Dubai,N/A,04-2666322,N/A,N/A,/images/placeholder.png
King Chef Restaurant,"Near Al Shirawi Ent, Noor Islamic Metro Station, Al Quoz",Dubai,N/A,04-3466262,N/A,N/A,/images/placeholder.png
King Karak Cafe,"Behind Honda Showroom, Electra Street",Abu Dhabi,N/A,02-6674752,N/A,N/A,/images/placeholder.png
King Mindi,Airport Rd,Abu Dhabi,N/A,02-6437723,N/A,N/A,/images/placeholder.png
Kisaku,"Al Khaleej Palace Hotel, Near Etisalat Bldg, Al Maktoum Rd",Dubai,3720,04-223100,N/A,N/A,/images/placeholder.png
Kobe Sizzlers,"Office 2, The Code Building, Sheikh Khalifa Bin Zayed Street, Opposite Burjuman",Dubai,554509,04-2555816,N/A,N/A,/images/placeholder.png
Kohat Restaurant LLC,Muroor Rd,Abu Dhabi,26952,02-4485502,N/A,N/A,/images/placeholder.png
Koi Japanese Restaurant,"The Collection, Saadiyat Island",Abu Dhabi,N/A,02-6783334,N/A,N/A,/images/placeholder.png
Kolkata Rolls N' Kababs,"G Flr, Block L, Opp Parking Area, Karama Souq",Dubai,81445,04-3796667,N/A,N/A,/images/placeholder.png
Komedor Restaurant LLC,"Shop 1, Lahej Building, Karama",Dubai,N/A,04-3940007,N/A,N/A,/images/placeholder.png
Konkans Restaurant LLC,"Behind Sultan Bakeries, Najda Street",Abu Dhabi,51887,02-6760588,N/A,N/A,/images/placeholder.png
Kosebasi,"JBR, JBR",Dubai,N/A,04-4393788,N/A,N/A,/images/placeholder.png
Kozhikode Star Restaurant LLC,Deira,Dubai,N/A,04-2224650,N/A,N/A,/images/placeholder.png
Krispy Kreme Doughnuts,N/A,Sharjah,N/A,600-525556,N/A,N/A,/images/placeholder.png
Kulcha King,"Meena Bazar, Bur Dubai",Dubai,N/A,800 585242,N/A,N/A,/images/placeholder.png
Kumarakom Restaurant,"Al Mansour Bldg, Near Dubai Residential Oasis, Al Qusais",Dubai,N/A,04-2205858,N/A,N/A,/images/placeholder.png
Kuwaiti Restaurant,Dibba Al Hassan,Fujairah,12068,09-2443599,N/A,N/A,/images/placeholder.png
La Brioche,Marina Mall,Abu Dhabi,N/A,02-6815531,N/A,N/A,/images/placeholder.png
La Fontana Cafe,Hamdan St,Abu Dhabi,47838,02-6779500,N/A,N/A,/images/placeholder.png
La Mamma,Sheraton. Al Markaziyah,Abu Dhabi,N/A,02-6970238,N/A,N/A,/images/placeholder.png
La Parilla,Jumeirah Beach Hotel,Dubai,N/A,04-3480000,N/A,N/A,/images/placeholder.png
La Piazza/Coffee Shop - Sands Hotel,"Near Emirates Gen Market, Electra St",Abu Dhabi,32430,02-6335335,N/A,N/A,/images/placeholder.png
La Rosa Restaurant and Cafe,"Al Zarooni Building, Near Al Rigga Metro Station, Al Rigga",Dubai,1164,04-2278483,N/A,N/A,/images/placeholder.png
Labour Power Restaurant,"Near Grand Mini Mall, Jebel Ali Indl Area 2",Jebel Ali,N/A,04-8804993,N/A,N/A,/images/placeholder.png
Lafayette Gourmet,The Dubai Mall,Dubai,N/A,04-3399933,N/A,N/A,/images/placeholder.png
Laffah Restaurant,Qasba,Sharjah,N/A,06-5569877,N/A,N/A,/images/placeholder.png
Lahori Darbar Restaurant,Al Quoz Industrial Area 2,Dubai,393878,04-3412125,N/A,N/A,/images/placeholder.png
Lahori Pakwan Restaurant,"Opp Al Baraha Mobile Market, Deira",Dubai,N/A,04-2727065,N/A,N/A,/images/placeholder.png
Laibense Cafe,"Al Rigga Rd, Deira",Dubai,183721,04-2943278,N/A,N/A,/images/placeholder.png
Lamagon Restaurants And Sweets,Mamzar,Dubai,N/A,04-2525252,N/A,N/A,/images/placeholder.png
Lanah Restaurant & Caf? LLC,Sh Zayed Rd,Dubai,N/A,04-3250046,N/A,N/A,/images/placeholder.png
Landmark Restaurant,"Malmas Al Madeena H/M Bldg, Near Parco, Jebel Ali Indl Area 2",Jebel Ali,N/A,04-8840430,N/A,N/A,/images/placeholder.png
Layali,Tilal Liwa Hotel,Abu Dhabi,N/A,02-8946111,N/A,N/A,/images/placeholder.png
Layali Al Shaam Restaurant,TCA,Abu Dhabi,N/A,02-6741337,N/A,N/A,/images/placeholder.png
Layaly Iskandaria,"Opp Baby Shop, Al Qassimia St",Sharjah,68573,06-5663610,N/A,N/A,/images/placeholder.png
Lazeez Indian Cuisine,Hamdan Bin Mohamed Street,Abu Dhabi,109189,02-6777070,N/A,N/A,/images/placeholder.png
Le Beaujolais,Hamdan Street,Abu Dhabi,N/A,02-6333555,N/A,N/A,/images/placeholder.png
Lebanese Mill Restaurant,Passport Road,Abu Dhabi,N/A,02-6419996,N/A,N/A,/images/placeholder.png
Lebanese Roaster,"G Flr, Al Futtaim Bldg, Opp Deira Water Tank, Deira",Dubai,N/A,04-2285905,N/A,N/A,/images/placeholder.png
Leila Restaurant,Mirdif City Centre,Dubai,N/A,056-1880045,N/A,N/A,/images/placeholder.png
Lemongrass,Mushrif Mall,Abu Dhabi,N/A,02-6500205,N/A,N/A,/images/placeholder.png
Leopolds Of London,Maryah Island,Abu Dhabi,N/A,02-6654776,N/A,N/A,/images/placeholder.png
Li Beirut,"Jumeirah Al Etihad Towers, Al Khubeirah",Abu Dhabi,N/A,02-8115555,N/A,N/A,/images/placeholder.png
Li Jiang,"Ritz Carlton, Khor Al Maqta",Abu Dhabi,N/A,02-8188282,N/A,N/A,/images/placeholder.png
Lifestyle Family Restaurant,"Al Ahli House - 4, Qusais",Dubai,N/A,04-2589940,N/A,N/A,/images/placeholder.png
Light Food Retaurant And Cafeteria,"Near New Burjuman Centre, Bhnd Iranian School, Karama",Dubai,N/A,04-3963562,N/A,N/A,/images/placeholder.png
Light Star Cafeteria,"Near Palm Beach Hotel, Bur Dubai",Dubai,N/A,04-3554121,N/A,N/A,/images/placeholder.png
Little Manila Restaurant,N/A,Dubai,N/A,800 626452,N/A,N/A,/images/placeholder.png
Lolas Best Restaurant,Jafliya,Dubai,N/A,04-3989193,N/A,N/A,/images/placeholder.png
London Fish & Chips,Mirdif City Centre,Dubai,N/A,800 566366,N/A,N/A,/images/placeholder.png
Lubna Restaurant,"Bhnd National Bank Of Dubai, Near Astoria, Meena Bazar, Bur Dubai",Dubai,45595,04-3550498,N/A,N/A,/images/placeholder.png
Luciano,Dubai Marina,Dubai,N/A,04-3995000,N/A,N/A,/images/placeholder.png
Luna Restaurant and Coffee Shop,Madhab Area,Fujairah,206,09-2233800,N/A,N/A,/images/placeholder.png
Lyari Darbar Restaurant,"Al Amal Building, Opp Old Labour Office, Near Mamzar Centre, Abu Hail",Dubai,N/A,04-2667767,N/A,N/A,/images/placeholder.png
Madeena Restaurant,Mussafah,Abu Dhabi,8586,02-5553727,N/A,N/A,/images/placeholder.png
Madeenat Haridwar Restaurant LLC,"Near Mobaila Roundabout, Qassimiya Street, Yarmook",Sharjah,N/A,06-5542929,N/A,N/A,/images/placeholder.png
Madina Flowers Restaurant,"Between Lal's S/Market & Iranian Hospital, Satwa",Dubai,23118,04-3497126,N/A,N/A,/images/placeholder.png
Madina Islamabad Restaurant,Abu Shagara,Sharjah,N/A,06-5598846,N/A,N/A,/images/placeholder.png
Madinat Salwa Restaurant,"Opp Zulekha Hospital, Al Butina",Sharjah,N/A,06-5212042,N/A,N/A,/images/placeholder.png
Madras Star Vegetarian Restaurant,Deira,Dubai,N/A,04-2660043,N/A,N/A,/images/placeholder.png
Madras Vegetarian Restaurant LLC,"Near Abu Hail Metro Station, Deira",Dubai,N/A,04-2691147,N/A,N/A,/images/placeholder.png
Madurai Restaurant LLC,Hamdan St,Abu Dhabi,127473,02-6724257,N/A,N/A,/images/placeholder.png
Magic Fork Restaurant,Karama,Dubai,50253,04-3972424,N/A,N/A,/images/placeholder.png
Maharaja Palace,Muroor Rd,Abu Dhabi,N/A,02-6429888,N/A,N/A,/images/placeholder.png
Maharath Cafeteria,"Bhnd Mubarak Centre, Near Al Zarka Hotel, Al Nabba St",Sharjah,N/A,06-5636774,N/A,N/A,/images/placeholder.png
Mahe Restaurant,"Bhnd Naif Park, Naif Rd, Deira",Dubai,4751,04-2213623,N/A,N/A,/images/placeholder.png
Mahesh Restaurant,Karama,Dubai,N/A,04-3968087,N/A,N/A,/images/placeholder.png
Mahroof Restaurant,Khalifa St,Abu Dhabi,25708,02-6275947,N/A,N/A,/images/placeholder.png
Majlis Pakistan Restaurant LLC,Opp Gold Center,Sharjah,N/A,06-5669347,N/A,N/A,/images/placeholder.png
Malabar Chef Restaurant,"Behind NDC, Salam Street",Abu Dhabi,N/A,02-6747220,N/A,N/A,/images/placeholder.png
Malabar Restaurant,"Opp Malabar Super Market, Deira",Dubai,N/A,04-2239510,N/A,N/A,/images/placeholder.png
Malanaad Restaurant,"Bhnd SHJ Coop, Abu Shagara",Sharjah,N/A,06-5740001,N/A,N/A,/images/placeholder.png
Mamma Italia Restaurant,Jumeira Beach Road,Dubai,N/A,04-3380872,N/A,N/A,/images/placeholder.png
Mandi Plov Restaurant,"Shop 20, W 09 Building, Russia Cluster, International City",Dubai,N/A,04-4211827,N/A,N/A,/images/placeholder.png
Manishaz Kitchen,Abu Shagara,Sharjah,N/A,06-5632215,N/A,N/A,/images/placeholder.png
Mannaland Restaurant,Satwa,Dubai,N/A,04-3451300,N/A,N/A,/images/placeholder.png
Manvaar Restaurant LLC,N/A,Dubai,49936,04-3368332,N/A,N/A,/images/placeholder.png
Marakesh,"Millenium Hotel Abu Dhabi, Khalifa St.",Abu Dhabi,N/A,02-6146000,N/A,N/A,/images/placeholder.png
Marco Pierre White Steakhouse & Grill,Farimont Bab Al Bahr,Abu Dhabi,N/A,02-6543333,N/A,N/A,/images/placeholder.png
Mareb Mandi Restaurant,Al Garhoud,Dubai,N/A,04-2955590,N/A,N/A,/images/placeholder.png
Maria Bonita Taco Shop & Grill,Jumeirah,Dubai,N/A,04-3955576,N/A,N/A,/images/placeholder.png
Marina Al Bateen Resort,Corniche,Abu Dhabi,44044,02-6651516,N/A,N/A,/images/placeholder.png
Market Kitchen,"Le Royal Meridian, Al Markaziyah",Abu Dhabi,N/A,02-6742020,N/A,N/A,/images/placeholder.png
Marwan Murad Restaurant,Jumeirah Beach Rd,Dubai,50156,04-3453419,N/A,N/A,/images/placeholder.png
Masco Group,Deira,Dubai,233891,04-2943533,N/A,N/A,/images/placeholder.png
Mashhad Restaurant,Qusais,Dubai,1492,04-2671445,N/A,N/A,/images/placeholder.png
Massaad BBQ,"City Tower 2, Shk Zayed Road",Dubai,N/A,04-3589776,N/A,N/A,/images/placeholder.png
Mawal Restaurants Management LLC,Hamdan St,Abu Dhabi,34836,02-6721999,N/A,N/A,/images/placeholder.png
Mawaweel Restaurant,N/A,Abu Dhabi,93576,02-6391333,N/A,N/A,/images/placeholder.png
Mawlana Turkish Restaurant,Deira,Dubai,294912,04-2956868,N/A,N/A,/images/placeholder.png
Maxine Cafe Restaurants,"Jumeirah Road, Street 51, Jumeirah 1",Dubai,N/A,04-3496020,N/A,N/A,/images/placeholder.png
Mazaree Al Sham Barbecue,"Beach Road, Umm Suqeim 2",Dubai,N/A,04-3883446,N/A,N/A,/images/placeholder.png
McDonalds,Dubai Festival City Business Bay Crossing,Dubai,24119,04-2329445,N/A,N/A,/images/placeholder.png
Meenatshi Chettinadu Restaurant LLC,Al Quoz,Dubai,34722,04-3403345,N/A,N/A,/images/placeholder.png
Meeting Point Cafeteria LLC,"Near Shindaga City Centre, Al Ghubaiba Rd, Opp Etisalat, Bur Dubai",Dubai,N/A,04-3543701,N/A,N/A,/images/placeholder.png
Meknaz Restaurant,N/A,Abu Dhabi,N/A,02-6778813,N/A,N/A,/images/placeholder.png
Memsaab Restaurant,JLT,Dubai,N/A,04-4429816,N/A,N/A,/images/placeholder.png
Meshmesh Pizzeria,N/A,Abu Dhabi,N/A,02-6765478,N/A,N/A,/images/placeholder.png
Mezbaan Hyderabad Restaurant,Bur Dubai,Dubai,45076,04-3517863,N/A,N/A,/images/placeholder.png
Mezlai,"Emirates Palace Hotel, Ras Al Akhdar",Abu Dhabi,N/A,02-6909000,N/A,N/A,/images/placeholder.png
Mezzaluna,"Emirates Palace, Al Ras Al Akhdar",Abu Dhabi,N/A,02-6907999,N/A,N/A,/images/placeholder.png
Mini Chinese Restaurant,"Al Diyafa St, Satwa",Dubai,1038,04-3459976,N/A,N/A,/images/placeholder.png
Mini Punjab Restaurant,"Bhnd Natl Bank of Dubai, Al Fahidi St, Bur Dubai",Dubai,184341,04-3515436,N/A,N/A,/images/placeholder.png
Mint and Olive Restaurant,Discovery Gardens,Dubai,487497,04-4409844,N/A,N/A,/images/placeholder.png
Mir Amin Lebanese Cuisine,Jumeirah,Dubai,500069,04-3449921,N/A,N/A,/images/placeholder.png
Mobeen Restaurant,"Hatta Rd, Aweer",Dubai,60680,04-2870393,N/A,N/A,/images/placeholder.png
Modern Food Care Restaurant LLC,Khalidiya,Abu Dhabi,N/A,02-6395544,N/A,N/A,/images/placeholder.png
Modern Restaurant,"New West Accommodation Area, Jafza",Dubai,N/A,04-8838822,N/A,N/A,/images/placeholder.png
Mohini Restaurant,N/A,Abu Dhabi,N/A,02-6760240,N/A,N/A,/images/placeholder.png
Momento Cafe Restaurant and Catering,Abu Dhabi Mall,Abu Dhabi,52203,02-6760444,N/A,N/A,/images/placeholder.png
Momos Magic,"Level 3, Oasis Centre",Dubai,N/A,055-8028677,N/A,N/A,/images/placeholder.png
Mono Restaurant & Cafe,N/A,Abu Dhabi,N/A,02-6416655,N/A,N/A,/images/placeholder.png
Moonlight Restaurant,"Opp Islamic Bank, Mumtazar Rd",Ras Al Khaimah,5748,07-2282336,N/A,N/A,/images/placeholder.png
Moshi,Al Barsha 1,Dubai,N/A,04-3999650,N/A,N/A,/images/placeholder.png
Moti Mahal Delux Restaurant,N/A,Abu Dhabi,N/A,02-6742121,N/A,N/A,/images/placeholder.png
Moulay Youssef Restaurant,Jumeirah,Dubai,N/A,04-3282285,N/A,N/A,/images/placeholder.png
Moylos Burgers,"Near Sunset Mall, Jumeirah Beach Road",Dubai,N/A,04-3883140,N/A,N/A,/images/placeholder.png
Mr Shawerma Restaurant,Abu Hail,Dubai,N/A,04-2626900,N/A,N/A,/images/placeholder.png
Mubarak Salem Saeed Restaurant,Hor Al Anz,Dubai,11204,04-2667982,N/A,N/A,/images/placeholder.png
Mugg & Bean,Abu Dhabi Mall,Abu Dhabi,N/A,02-6454232,N/A,N/A,/images/placeholder.png
Mughal Darbar Restaurant LLC,"Hamsah Building, Near Ansar Galler, Karama",Dubai,N/A,04-3795677,N/A,N/A,/images/placeholder.png
Muhammad Faisal Restaurant,"Near Dnata Bldg, Port Saeed, Deira",Dubai,N/A,04-2691900,N/A,N/A,/images/placeholder.png
Mullapanthal Restaurant,"Hawthorn Suite Hotel, Tourist Club Area",Abu Dhabi,N/A,055-8381867,N/A,N/A,/images/placeholder.png
Multan Restaurant,"Damascus St, Al Qusais 3",Dubai,N/A,04-2584033,N/A,N/A,/images/placeholder.png
Multi Food LLC,N/A,Dubai,N/A,04-4472800,N/A,N/A,/images/placeholder.png
Mumbai Masti Juice Center,"Opp Dubai Museum, Al Fahidi St, Bur Dubai",Dubai,123481,04-3867655,N/A,N/A,/images/placeholder.png
Mumtaz Mahal,Arabian Courtyard Hotel & SPA,Dubai,N/A,04-3519111,N/A,N/A,/images/placeholder.png
Musalla Restaurant,"Lahej Khalifa Building, Opposite Karama Centre, Al Karama",Dubai,N/A,04-3968030,N/A,N/A,/images/placeholder.png
Mussafah Sanahiya Restaurant,"M 14, Mussafah",Abu Dhabi,8605,02-5553390,N/A,N/A,/images/placeholder.png
My Falafel,"Shop 4, Al Waha Mosque, Dubai Silicon Oasis",Dubai,N/A,04-3383790,N/A,N/A,/images/placeholder.png
My Tea Cafeteria,"Behind Green House, Najda Street",Abu Dhabi,N/A,02-6219989,N/A,N/A,/images/placeholder.png
Mythos,JLT,Dubai,N/A,04-3998166,N/A,N/A,/images/placeholder.png
NA3NA3,"Dubai Mall, Al Doha St, Down Town Dubai",Dubai,N/A,04-4329520,N/A,N/A,/images/placeholder.png
Naadan Adukkala Restaurant,"Opp Aster, Khalid Bin Waleed Rd, Bur Dubai",Dubai,N/A,04-3277753,N/A,N/A,/images/placeholder.png
Nabaa Al Sham Pastry,"Opp Al Moski, King Faisal Street, Al Majaz",Sharjah,N/A,06-5732626,N/A,N/A,/images/placeholder.png
Nabras Refreshments,Khalidiya,Abu Dhabi,N/A,02-6668582,N/A,N/A,/images/placeholder.png
Nahaam,"Jumeirah Al Etihad Towers, Al khubeirah",Abu Dhabi,N/A,02-8115555,N/A,N/A,/images/placeholder.png
Nalan Restaurant LLC,"Burjuman Centre, Khalid Bin Al Waleed Road, Bur Dubai",Dubai,N/A,04-3541900,N/A,N/A,/images/placeholder.png
Nalas Aappakadai Chettinad Restaurant LLC,N/A,Abu Dhabi,N/A,02-6721500,N/A,N/A,/images/placeholder.png
Nasar Restaurant,Old Airport Rd,Abu Dhabi,25634,02-6210482,N/A,N/A,/images/placeholder.png
Nasr Restaurant & Grill,TCA,Abu Dhabi,N/A,02-6444228,N/A,N/A,/images/placeholder.png
National Restaurant,"Near Hilton Hotel, Khorfakkan Rd",Fujairah,718,09-2222753,N/A,N/A,/images/placeholder.png
Nawab Restaurant,"Al Ain Centre (Computer Plaza), Bur Dubai",Dubai,29877,04-3599884,N/A,N/A,/images/placeholder.png
Neelgiris Vegetarian Restaurant,"Ramla Mall Food Court, DIP",Jebel Ali,30884,04-8847644,N/A,N/A,/images/placeholder.png
Nell Gwynns,Dubai Marina,Dubai,N/A,04-4488222,N/A,N/A,/images/placeholder.png
Nellara Restaurant LLC,"Al Fattan Bldg, Opp Nihal, Al Qusais",Dubai,N/A,04-2806444,N/A,N/A,/images/placeholder.png
New Bawarchi Restaurant,"Bhnd Raffa Police Stn, Near Golden Fork, Bur Dubai",Dubai,43263,04-3552833,N/A,N/A,/images/placeholder.png
New City Palace Restaurant,Al Falah Street,Abu Dhabi,31912,02-6262762,N/A,N/A,/images/placeholder.png
New Damascus Sweets and Restaurant,"Beside Madina S/Market, Al Gurfa",Fujairah,252,09-2222281,N/A,N/A,/images/placeholder.png
New Defood Restaurant,"Al Fajar Building, Near Al Hilal Bank, Al Garhoud",Dubai,N/A,04-2502829,N/A,N/A,/images/placeholder.png
New Generation Restaurant,"Near Deira Taxi Stand, Deira",Dubai,56296,04-2242332,N/A,N/A,/images/placeholder.png
New Luck Restaurant,Al Quoz,Dubai,11059,04-3472101,N/A,N/A,/images/placeholder.png
New Madras Vegetarian Restaurant,Deira,Dubai,N/A,04-2233885,N/A,N/A,/images/placeholder.png
New Midnight Cafe Restaurant,"Street 1, Discovery Gardens",Dubai,34685,800-5423789,N/A,N/A,/images/placeholder.png
New Quetta Cafeteria and Restaurant,Main Rd,Al Ain,15283,03-7517716,N/A,N/A,/images/placeholder.png
New Royal Chef Restaurant,"Bhnd Sahara Centre, Al Nahda 1",Dubai,N/A,04-2527991,N/A,N/A,/images/placeholder.png
New Sagar Restaurant LLC,Mussafah,Abu Dhabi,N/A,02-5531180,N/A,N/A,/images/placeholder.png
New Times Restaurant,"Near Clock Tower, Deira",Dubai,14516,04-2501888,N/A,N/A,/images/placeholder.png
New York Pizza,Al Qasba,Sharjah,N/A,06-5566262,N/A,N/A,/images/placeholder.png
Nice Burger Restaurant,"Sundos Al Nahda Bldg, NMC Hospital Rd, Al Nahda",Dubai,N/A,04-2582007,N/A,N/A,/images/placeholder.png
Nihal Restaurant,Electra St,Abu Dhabi,72788,02-6318088,N/A,N/A,/images/placeholder.png
Nila Restaurant,"Near Safeer Mall, Industrial Area 7",Sharjah,29033,06-5300230,N/A,N/A,/images/placeholder.png
Ninar Coffee Shop and Restaurant,Khalifa St,Abu Dhabi,38569,02-6722267,N/A,N/A,/images/placeholder.png
Nineteen,Emirates Hills,Dubai,36700,04-3905600,N/A,N/A,/images/placeholder.png
Noble Restaurant & Catering Srvcs LLC,N/A,Abu Dhabi,8879,02-5509292,N/A,N/A,/images/placeholder.png
Nolus Cafe,Al Bandar,Abu Dhabi,N/A,02-5579500,N/A,N/A,/images/placeholder.png
Noodle House,Dubai Mall,Dubai,N/A,04-3884825,N/A,N/A,/images/placeholder.png
Noor Al Madina Cafeteria,"Opp Aster, Al Muteena",Dubai,N/A,04-2735318,N/A,N/A,/images/placeholder.png
Noor Al Mandi Restaurant,"Burj Al Noor Tower, Amman St, Al Nahda 2",Dubai,232852,04-2390700,N/A,N/A,/images/placeholder.png
